LOCATION CODE,COUNTY,AREA NAME,REGION,SCHOOL YEARS,NO. OVERWEIGHT,PCT OVERWEIGHT,NO. OBESE,PCT OBESE,NO. OVERWEIGHT OR OBESE,PCT OVERWEIGHT OR OBESE,GRADE LEVEL,AREA TYPE,STREET ADDRESS,CITY,STATE,ZIP CODE,Location 1
150203,ESSEX,CROWN POINT CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,5,14.70%,,,5,14.70%,ELEMENTARY,SCHOOL DISTRICT,2758 MAIN ST,CROWN POINT,NY,12928,"(43.951, -73.4296)"
150203,ESSEX,CROWN POINT CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,5,25%,,,5,25%,MIDDLE/HIGH,SCHOOL DISTRICT,2758 MAIN ST,CROWN POINT,NY,12928,"(43.951, -73.4296)"
150301,ESSEX,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,25,24.30%,27,26.20%,52,50.50%,DISTRICT TOTAL,SCHOOL DISTRICT,7530 COURT ST,ELIZABETHTOWN,NY,12932,"(44.2135, -73.5966)"
150301,ESSEX,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,14,32.60%,15,34.90%,29,67.40%,ELEMENTARY,SCHOOL DISTRICT,7530 COURT ST,ELIZABETHTOWN,NY,12932,"(44.2135, -73.5966)"
150301,ESSEX,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,11,20%,12,21.80%,23,41.80%,MIDDLE/HIGH,SCHOOL DISTRICT,7530 COURT ST,ELIZABETHTOWN,NY,12932,"(44.2135, -73.5966)"
150601,ESSEX,KEENE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,6,11.30%,,,6,11.30%,DISTRICT TOTAL,SCHOOL DISTRICT,33 MARKET ST,KEENE VALLEY,NY,12943,"(44.1895, -73.7902)"
150601,ESSEX,KEENE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,33 MARKET ST,KEENE VALLEY,NY,12943,"(44.1895, -73.7902)"
150601,ESSEX,KEENE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,33 MARKET ST,KEENE VALLEY,NY,12943,"(44.1895, -73.7902)"
150801,ESSEX,MINERVA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,5,9.30%,11,20.40%,16,29.60%,DISTRICT TOTAL,SCHOOL DISTRICT,1466 COUNTY RT 29,OLMSTEDVILLE,NY,12857,"(43.7698, -73.9362)"
150801,ESSEX,MINERVA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,1466 COUNTY RT 29,OLMSTEDVILLE,NY,12857,"(43.7698, -73.9362)"
150801,ESSEX,MINERVA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,1466 COUNTY RT 29,OLMSTEDVILLE,NY,12857,"(43.7698, -73.9362)"
150901,ESSEX,MORIAH CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,35,13.60%,71,27.60%,106,41.20%,DISTRICT TOTAL,SCHOOL DISTRICT,39 VIKING LN,PORT HENRY,NY,12974,"(44.0458, -73.4798)"
150901,ESSEX,MORIAH CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,26,14.80%,44,25%,70,39.80%,ELEMENTARY,SCHOOL DISTRICT,39 VIKING LN,PORT HENRY,NY,12974,"(44.0458, -73.4798)"
150901,ESSEX,MORIAH CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,9,11.10%,27,33.30%,36,44.40%,MIDDLE/HIGH,SCHOOL DISTRICT,39 VIKING LN,PORT HENRY,NY,12974,"(44.0458, -73.4798)"
151001,ESSEX,NEWCOMB CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,5,18.50%,5,18.50%,DISTRICT TOTAL,SCHOOL DISTRICT,5535 RT 28N,NEWCOMB,NY,12852,"(43.9715, -74.151)"
151001,ESSEX,NEWCOMB CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,5535 RT 28N,NEWCOMB,NY,12852,"(43.9715, -74.151)"
151001,ESSEX,NEWCOMB CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,5535 RT 28N,NEWCOMB,NY,12852,"(43.9715, -74.151)"
151102,ESSEX,LAKE PLACID CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,49,22.20%,37,16.70%,86,38.90%,DISTRICT TOTAL,SCHOOL DISTRICT,50 CUMMINGS RD,LAKE PLACID,NY,12946,"(44.2812, -73.9885)"
151102,ESSEX,LAKE PLACID CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,27,22.50%,16,13.30%,43,35.80%,ELEMENTARY,SCHOOL DISTRICT,50 CUMMINGS RD,LAKE PLACID,NY,12946,"(44.2812, -73.9885)"
151102,ESSEX,LAKE PLACID CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,22,21.80%,21,20.80%,43,42.60%,MIDDLE/HIGH,SCHOOL DISTRICT,50 CUMMINGS RD,LAKE PLACID,NY,12946,"(44.2812, -73.9885)"
151401,ESSEX,SCHROON LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,17,24.30%,,,17,24.30%,DISTRICT TOTAL,SCHOOL DISTRICT,1125 US RT 9,SCHROON LAKE,NY,12870,"(43.8389, -73.7614)"
151401,ESSEX,SCHROON LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,5,15.60%,,,5,15.60%,ELEMENTARY,SCHOOL DISTRICT,1125 US RT 9,SCHROON LAKE,NY,12870,"(43.8389, -73.7614)"
151401,ESSEX,SCHROON LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,6,23.10%,,,6,23.10%,MIDDLE/HIGH,SCHOOL DISTRICT,1125 US RT 9,SCHROON LAKE,NY,12870,"(43.8389, -73.7614)"
151501,ESSEX,TICONDEROGA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,43,15%,54,18.90%,97,33.90%,DISTRICT TOTAL,SCHOOL DISTRICT,5 CALKINS PL,TICONDEROGA,NY,12883,"(43.8417, -73.4281)"
151501,ESSEX,TICONDEROGA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,18,12.20%,31,21.10%,49,33.30%,ELEMENTARY,SCHOOL DISTRICT,5 CALKINS PL,TICONDEROGA,NY,12883,"(43.8417, -73.4281)"
151501,ESSEX,TICONDEROGA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,25,18.70%,23,17.20%,48,35.80%,MIDDLE/HIGH,SCHOOL DISTRICT,5 CALKINS PL,TICONDEROGA,NY,12883,"(43.8417, -73.4281)"
151601,ESSEX,WESTPORT CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,15,30%,5,10%,20,40%,DISTRICT TOTAL,SCHOOL DISTRICT,25 SISCO ST,WESTPORT,NY,12993,"(44.1856, -73.4446)"
151601,ESSEX,WESTPORT CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,7,26.90%,,,7,26.90%,ELEMENTARY,SCHOOL DISTRICT,25 SISCO ST,WESTPORT,NY,12993,"(44.1856, -73.4446)"
151601,ESSEX,WESTPORT CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,25 SISCO ST,WESTPORT,NY,12993,"(44.1856, -73.4446)"
151701,ESSEX,WILLSBORO CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,16,15.20%,30,28.60%,46,43.80%,DISTRICT TOTAL,SCHOOL DISTRICT,29 SCHOOL LN,WILLSBORO,NY,12996,"(44.3746, -73.3941)"
151701,ESSEX,WILLSBORO CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,6,9.70%,19,30.60%,25,40.30%,ELEMENTARY,SCHOOL DISTRICT,29 SCHOOL LN,WILLSBORO,NY,12996,"(44.3746, -73.3941)"
151701,ESSEX,WILLSBORO CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,6,22.20%,6,22.20%,MIDDLE/HIGH,SCHOOL DISTRICT,29 SCHOOL LN,WILLSBORO,NY,12996,"(44.3746, -73.3941)"
160101,FRANKLIN,TUPPER LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,63,18.30%,83,24.10%,146,42.30%,DISTRICT TOTAL,SCHOOL DISTRICT,294 HOSLEY AVE,TUPPER LAKE,NY,12986,"(44.2221, -74.4438)"
160101,FRANKLIN,TUPPER LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,40,19.40%,47,22.80%,87,42.20%,ELEMENTARY,SCHOOL DISTRICT,294 HOSLEY AVE,TUPPER LAKE,NY,12986,"(44.2221, -74.4438)"
160101,FRANKLIN,TUPPER LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,23,16.50%,36,25.90%,59,42.40%,MIDDLE/HIGH,SCHOOL DISTRICT,294 HOSLEY AVE,TUPPER LAKE,NY,12986,"(44.2221, -74.4438)"
160801,FRANKLIN,CHATEAUGAY CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,30,14.20%,45,21.30%,75,35.50%,DISTRICT TOTAL,SCHOOL DISTRICT,42 RIVER ST,CHATEAUGAY,NY,12920,"(44.9295, -74.0803)"
160801,FRANKLIN,CHATEAUGAY CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,14,11.30%,21,16.90%,35,28.20%,ELEMENTARY,SCHOOL DISTRICT,42 RIVER ST,CHATEAUGAY,NY,12920,"(44.9295, -74.0803)"
160801,FRANKLIN,CHATEAUGAY CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,16,16.70%,24,25%,40,41.70%,MIDDLE/HIGH,SCHOOL DISTRICT,42 RIVER ST,CHATEAUGAY,NY,12920,"(44.9295, -74.0803)"
161201,FRANKLIN,SALMON RIVER CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,127,19.90%,205,32.10%,332,52%,DISTRICT TOTAL,SCHOOL DISTRICT,637 COUNTY RT 1,FORT COVINGTON,NY,12937,"(44.961, -74.5185)"
161201,FRANKLIN,SALMON RIVER CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,86,21.10%,128,31.40%,214,52.60%,ELEMENTARY,SCHOOL DISTRICT,637 COUNTY RT 1,FORT COVINGTON,NY,12937,"(44.961, -74.5185)"
161201,FRANKLIN,SALMON RIVER CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,41,18.50%,77,34.70%,118,53.20%,MIDDLE/HIGH,SCHOOL DISTRICT,637 COUNTY RT 1,FORT COVINGTON,NY,12937,"(44.961, -74.5185)"
161401,FRANKLIN,SARANAC LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,57,13%,69,15.70%,126,28.60%,DISTRICT TOTAL,SCHOOL DISTRICT,79 CANARAS AVE,SARANAC LAKE,NY,12983,"(44.3266, -74.1412)"
161401,FRANKLIN,SARANAC LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,34,13.90%,32,13.10%,66,27%,ELEMENTARY,SCHOOL DISTRICT,79 CANARAS AVE,SARANAC LAKE,NY,12983,"(44.3266, -74.1412)"
161401,FRANKLIN,SARANAC LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,23,11.90%,37,19.10%,60,30.90%,MIDDLE/HIGH,SCHOOL DISTRICT,79 CANARAS AVE,SARANAC LAKE,NY,12983,"(44.3266, -74.1412)"
161501,FRANKLIN,MALONE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,157,18.70%,166,19.80%,323,38.50%,DISTRICT TOTAL,SCHOOL DISTRICT,42 HUSKIE LN,MALONE,NY,12953,"(44.8428, -74.2805)"
161501,FRANKLIN,MALONE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,87,16.80%,113,21.80%,200,38.50%,ELEMENTARY,SCHOOL DISTRICT,42 HUSKIE LN,MALONE,NY,12953,"(44.8428, -74.2805)"
161501,FRANKLIN,MALONE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,70,22.10%,53,16.70%,123,38.80%,MIDDLE/HIGH,SCHOOL DISTRICT,42 HUSKIE LN,MALONE,NY,12953,"(44.8428, -74.2805)"
161601,FRANKLIN,BRUSHTON-MOIRA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,68,23.20%,59,20.10%,127,43.30%,DISTRICT TOTAL,SCHOOL DISTRICT,758 COUNTY RT 7,BRUSHTON,NY,12916,"(44.8249, -74.5215)"
161601,FRANKLIN,BRUSHTON-MOIRA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,36,20.60%,34,19.40%,70,40%,ELEMENTARY,SCHOOL DISTRICT,758 COUNTY RT 7,BRUSHTON,NY,12916,"(44.8249, -74.5215)"
161601,FRANKLIN,BRUSHTON-MOIRA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,32,27.10%,25,21.20%,57,48.30%,MIDDLE/HIGH,SCHOOL DISTRICT,758 COUNTY RT 7,BRUSHTON,NY,12916,"(44.8249, -74.5215)"
161801,FRANKLIN,ST REGIS FALLS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,26,26.80%,11,11.30%,37,38.10%,DISTRICT TOTAL,SCHOOL DISTRICT,92 N MAIN ST,SAINT REGIS FALLS,NY,12980,"(44.6793, -74.5462)"
161801,FRANKLIN,ST REGIS FALLS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,17,41.50%,,,17,41.50%,ELEMENTARY,SCHOOL DISTRICT,92 N MAIN ST,SAINT REGIS FALLS,NY,12980,"(44.6793, -74.5462)"
161801,FRANKLIN,ST REGIS FALLS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,6,17.60%,,,6,17.60%,MIDDLE/HIGH,SCHOOL DISTRICT,92 N MAIN ST,SAINT REGIS FALLS,NY,12980,"(44.6793, -74.5462)"
170301,FULTON,WHEELERVILLE UNION FREE SCHOOL,NORTHEASTERN NEW YORK,2010-2012,5,15.20%,,,5,15.20%,DISTRICT TOTAL,SCHOOL DISTRICT,2417 STATE HWY 10,CAROGA LAKE,NY,12032,"(43.2295, -74.5172)"
170301,FULTON,WHEELERVILLE UNION FREE SCHOOL,NORTHEASTERN NEW YORK,2010-2012,5,15.20%,,,5,15.20%,ELEMENTARY,SCHOOL DISTRICT,2417 STATE HWY 10,CAROGA LAKE,NY,12032,"(43.2295, -74.5172)"
170301,FULTON,WHEELERVILLE UNION FREE SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,2417 STATE HWY 10,CAROGA LAKE,NY,12032,"(43.2295, -74.5172)"
170500,FULTON,GLOVERSVILLE ENLARGED SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,108,18%,112,18.70%,220,36.70%,DISTRICT TOTAL,SCHOOL DISTRICT,243 LINCOLN ST,GLOVERSVILLE,NY,12078,"(43.054, -74.3624)"
170500,FULTON,GLOVERSVILLE ENLARGED SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,77,17%,81,17.90%,158,35%,ELEMENTARY,SCHOOL DISTRICT,243 LINCOLN ST,GLOVERSVILLE,NY,12078,"(43.054, -74.3624)"
170500,FULTON,GLOVERSVILLE ENLARGED SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,31,21.40%,31,21.40%,62,42.80%,MIDDLE/HIGH,SCHOOL DISTRICT,243 LINCOLN ST,GLOVERSVILLE,NY,12078,"(43.054, -74.3624)"
170600,FULTON,JOHNSTOWN CITY SCHOOLS,NORTHEASTERN NEW YORK,2010-2012,37,16%,40,17.30%,77,33.30%,DISTRICT TOTAL,SCHOOL DISTRICT,1 SIR BILLS CIRCLE-STE 101,JOHNSTOWN,NY,12095,"(43.0202, -74.3716)"
170600,FULTON,JOHNSTOWN CITY SCHOOLS,NORTHEASTERN NEW YORK,2010-2012,34,17.60%,36,18.70%,70,36.30%,ELEMENTARY,SCHOOL DISTRICT,1 SIR BILLS CIRCLE-STE 101,JOHNSTOWN,NY,12095,"(43.0202, -74.3716)"
170600,FULTON,JOHNSTOWN CITY SCHOOLS,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,1 SIR BILLS CIRCLE-STE 101,JOHNSTOWN,NY,12095,"(43.0202, -74.3716)"
170801,FULTON,MAYFIELD CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,23,9%,64,25%,87,34%,DISTRICT TOTAL,SCHOOL DISTRICT,27 SCHOOL ST,MAYFIELD,NY,12117,"(43.1024, -74.2632)"
170801,FULTON,MAYFIELD CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,7,6.60%,20,18.90%,27,25.50%,ELEMENTARY,SCHOOL DISTRICT,27 SCHOOL ST,MAYFIELD,NY,12117,"(43.1024, -74.2632)"
170801,FULTON,MAYFIELD CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,16,10.70%,44,29.30%,60,40%,MIDDLE/HIGH,SCHOOL DISTRICT,27 SCHOOL ST,MAYFIELD,NY,12117,"(43.1024, -74.2632)"
170901,FULTON,NORTHVILLE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,DISTRICT TOTAL,SCHOOL DISTRICT,131 S 3RD ST,NORTHVILLE,NY,12134,"(43.2246, -74.1758)"
170901,FULTON,NORTHVILLE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,131 S 3RD ST,NORTHVILLE,NY,12134,"(43.2246, -74.1758)"
170901,FULTON,NORTHVILLE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,131 S 3RD ST,NORTHVILLE,NY,12134,"(43.2246, -74.1758)"
171001,FULTON,OPPENHEIM EPHRATAH CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,19,19%,23,23%,42,42%,DISTRICT TOTAL,SCHOOL DISTRICT,6486 STATE HWY 29,ST JOHNSVILLE,NY,13452,"(43.0603, -74.6633)"
171001,FULTON,OPPENHEIM EPHRATAH CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,5,9.60%,,,5,9.60%,ELEMENTARY,SCHOOL DISTRICT,6486 STATE HWY 29,ST JOHNSVILLE,NY,13452,"(43.0603, -74.6633)"
171001,FULTON,OPPENHEIM EPHRATAH CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,9,20.90%,17,39.50%,26,60.50%,MIDDLE/HIGH,SCHOOL DISTRICT,6486 STATE HWY 29,ST JOHNSVILLE,NY,13452,"(43.0603, -74.6633)"
171102,FULTON,BROADALBIN-PERTH CENTRAL SCHOOLS,NORTHEASTERN NEW YORK,2010-2012,38,11.60%,69,21.10%,107,32.70%,DISTRICT TOTAL,SCHOOL DISTRICT,20 PINE ST,BROADALBIN,NY,12025,"(43.0582, -74.1888)"
171102,FULTON,BROADALBIN-PERTH CENTRAL SCHOOLS,NORTHEASTERN NEW YORK,2010-2012,31,13.20%,49,20.90%,80,34%,ELEMENTARY,SCHOOL DISTRICT,20 PINE ST,BROADALBIN,NY,12025,"(43.0582, -74.1888)"
171102,FULTON,BROADALBIN-PERTH CENTRAL SCHOOLS,NORTHEASTERN NEW YORK,2010-2012,5,5.60%,20,22.20%,25,27.80%,MIDDLE/HIGH,SCHOOL DISTRICT,20 PINE ST,BROADALBIN,NY,12025,"(43.0582, -74.1888)"
180202,GENESEE,ALEXANDER CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,42,15.50%,26,9.60%,68,25.10%,DISTRICT TOTAL,SCHOOL DISTRICT,3314 BUFFALO ST,ALEXANDER,NY,14005,"(42.902, -78.2611)"
180202,GENESEE,ALEXANDER CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,19,13%,14,9.60%,33,22.60%,ELEMENTARY,SCHOOL DISTRICT,3314 BUFFALO ST,ALEXANDER,NY,14005,"(42.902, -78.2611)"
180202,GENESEE,ALEXANDER CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,23,16.70%,20,14.50%,43,31.20%,MIDDLE/HIGH,SCHOOL DISTRICT,3314 BUFFALO ST,ALEXANDER,NY,14005,"(42.902, -78.2611)"
180300,GENESEE,BATAVIA CITY SCHOOLS,WESTERN NEW YORK,2010-2012,131,14.70%,194,21.70%,325,36.40%,DISTRICT TOTAL,SCHOOL DISTRICT,39 WASHINGTON AVE,BATAVIA,NY,14021,"(43.001, -78.1863)"
180300,GENESEE,BATAVIA CITY SCHOOLS,WESTERN NEW YORK,2010-2012,93,16.20%,118,20.60%,211,36.80%,ELEMENTARY,SCHOOL DISTRICT,39 WASHINGTON AVE,BATAVIA,NY,14021,"(43.001, -78.1863)"
180300,GENESEE,BATAVIA CITY SCHOOLS,WESTERN NEW YORK,2010-2012,38,12%,76,24.10%,114,36.10%,MIDDLE/HIGH,SCHOOL DISTRICT,39 WASHINGTON AVE,BATAVIA,NY,14021,"(43.001, -78.1863)"
180701,GENESEE,BYRON BERGEN CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,29,10.50%,74,26.70%,103,37.20%,DISTRICT TOTAL,SCHOOL DISTRICT,6917 W BERGEN RD,BERGEN,NY,14416,"(43.0772, -78.0053)"
180701,GENESEE,BYRON BERGEN CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,21,10.40%,58,28.90%,79,39.30%,ELEMENTARY,SCHOOL DISTRICT,6917 W BERGEN RD,BERGEN,NY,14416,"(43.0772, -78.0053)"
180701,GENESEE,BYRON BERGEN CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,8,10.40%,16,20.80%,24,31.20%,MIDDLE/HIGH,SCHOOL DISTRICT,6917 W BERGEN RD,BERGEN,NY,14416,"(43.0772, -78.0053)"
180901,GENESEE,ELBA CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,23,14.20%,44,27.20%,67,41.40%,DISTRICT TOTAL,SCHOOL DISTRICT,57 S MAIN ST,ELBA,NY,14058,"(43.0753, -78.188)"
180901,GENESEE,ELBA CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,11,10.90%,26,25.70%,37,36.60%,ELEMENTARY,SCHOOL DISTRICT,57 S MAIN ST,ELBA,NY,14058,"(43.0753, -78.188)"
180901,GENESEE,ELBA CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,12,18.50%,18,27.70%,30,46.20%,MIDDLE/HIGH,SCHOOL DISTRICT,57 S MAIN ST,ELBA,NY,14058,"(43.0753, -78.188)"
181001,GENESEE,LE ROY CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,86,17.40%,99,20%,185,37.40%,DISTRICT TOTAL,SCHOOL DISTRICT,2-6 TRIGON PARK,LE ROY,NY,14482,"(42.9777, -77.987)"
181001,GENESEE,LE ROY CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,54,17%,53,16.70%,107,33.60%,ELEMENTARY,SCHOOL DISTRICT,2-6 TRIGON PARK,LE ROY,NY,14482,"(42.9777, -77.987)"
181001,GENESEE,LE ROY CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,32,17.50%,46,25.10%,78,42.60%,MIDDLE/HIGH,SCHOOL DISTRICT,2-6 TRIGON PARK,LE ROY,NY,14482,"(42.9777, -77.987)"
181101,GENESEE,OAKFIELD ALABAMA CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,58,16.60%,71,20.30%,129,36.90%,DISTRICT TOTAL,SCHOOL DISTRICT,7001 LEWISTON RD,OAKFIELD,NY,14125,"(43.074, -78.2811)"
181101,GENESEE,OAKFIELD ALABAMA CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,36,16.20%,43,19.40%,79,35.60%,ELEMENTARY,SCHOOL DISTRICT,7001 LEWISTON RD,OAKFIELD,NY,14125,"(43.074, -78.2811)"
181101,GENESEE,OAKFIELD ALABAMA CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,22,18.30%,28,23.30%,50,41.70%,MIDDLE/HIGH,SCHOOL DISTRICT,7001 LEWISTON RD,OAKFIELD,NY,14125,"(43.074, -78.2811)"
181201,GENESEE,PAVILION CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,59,23.70%,46,18.50%,105,42.20%,DISTRICT TOTAL,SCHOOL DISTRICT,7014 BIG TREE RD,PAVILION,NY,14525,"(42.8732, -78.0192)"
181201,GENESEE,PAVILION CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,35,24.30%,24,16.70%,59,41%,ELEMENTARY,SCHOOL DISTRICT,7014 BIG TREE RD,PAVILION,NY,14525,"(42.8732, -78.0192)"
181201,GENESEE,PAVILION CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,23,22.10%,22,21.20%,45,43.30%,MIDDLE/HIGH,SCHOOL DISTRICT,7014 BIG TREE RD,PAVILION,NY,14525,"(42.8732, -78.0192)"
181302,GENESEE,PEMBROKE CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,36,16.30%,50,22.60%,86,38.90%,DISTRICT TOTAL,SCHOOL DISTRICT,ROUTES 5 & 77,CORFU,NY,14036,"(42.9597, -78.408)"
181302,GENESEE,PEMBROKE CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,18,13.60%,21,15.90%,39,29.50%,ELEMENTARY,SCHOOL DISTRICT,ROUTES 5 & 77,CORFU,NY,14036,"(42.9597, -78.408)"
181302,GENESEE,PEMBROKE CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,18,20.50%,28,31.80%,46,52.30%,MIDDLE/HIGH,SCHOOL DISTRICT,ROUTES 5 & 77,CORFU,NY,14036,"(42.9597, -78.408)"
190301,GREENE,CAIRO-DURHAM CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,112,20.70%,122,22.50%,234,43.20%,DISTRICT TOTAL,SCHOOL DISTRICT,424 MAIN ST,CAIRO,NY,12413,"(42.2983, -73.9975)"
190301,GREENE,CAIRO-DURHAM CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,56,18.10%,72,23.20%,128,41.30%,ELEMENTARY,SCHOOL DISTRICT,424 MAIN ST,CAIRO,NY,12413,"(42.2983, -73.9975)"
190301,GREENE,CAIRO-DURHAM CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,56,24.10%,50,21.60%,106,45.70%,MIDDLE/HIGH,SCHOOL DISTRICT,424 MAIN ST,CAIRO,NY,12413,"(42.2983, -73.9975)"
190401,GREENE,CATSKILL CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,80,15.30%,124,23.70%,204,39%,DISTRICT TOTAL,SCHOOL DISTRICT,343 W MAIN ST,CATSKILL,NY,12414,"(42.22, -73.8695)"
190401,GREENE,CATSKILL CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,50,16.20%,59,19.20%,109,35.40%,ELEMENTARY,SCHOOL DISTRICT,343 W MAIN ST,CATSKILL,NY,12414,"(42.22, -73.8695)"
